rainfall_mm,river_level_m,humidity_pct,elevation_m,past_flood_events_count,season_encoded,will_become_critical_within_1h,will_become_critical_within_3h,will_become_critical_within_6h,will_become_critical_within_24h
348.011265403934,0.5720028437288718,77.02397166733323,1271.379440922093,8,2,0,1,1,1
182.23288883973842,8.807663515532118,66.52449175790338,746.8645638091766,0,2,0,1,1,1
202.57633741639592,11.045492606174614,46.024314089547815,205.52254458635394,1,2,0,0,1,1
257.1866703942837,5.649087302024757,81.71685689860709,1333.7609559258788,2,0,0,0,1,1
189.68662028035774,3.0047477226672545,76.23420742333307,1266.2651763441563,7,1,0,0,1,1
319.603745186519,9.301578337107468,77.53099283353217,1430.7104872217533,6,1,1,1,1,1
282.772052845771,9.779947559651779,45.34847917127348,324.510651599423,0,1,0,1,1,1
141.0492407428256,10.757507111450902,82.50138136056006,142.72363897752902,3,0,0,1,1,1
125.02851998727574,11.077737579005175,64.22784199869182,431.7529743874241,7,1,0,0,1,1
333.5068501488056,1.3511195420580067,50.880185098509216,418.3509600974715,6,1,0,0,0,1
120.27105226239594,1.0321282871925948,68.77990032798239,832.9429343331647,4,2,0,0,0,0
302.7849357114148,1.7444592483352672,92.35869938151949,596.0331479202921,7,1,0,0,1,1
290.59719926957894,11.933103655946272,62.13123146729211,1411.3557125282143,8,0,0,0,1,1
188.3565072366451,2.316484372900409,53.440878941059076,1048.6127536377555,3,0,0,0,0,0
322.86428039852825,10.146085436994236,89.84949900590556,943.7990924888211,3,0,1,1,1,1
34.00126791775545,4.33864888880942,99.0782054712719,424.28370488901015,4,0,0,0,0,0
35.99662260626232,10.251470210032299,97.1407530319115,393.50754510746924,4,0,0,0,1,1
245.527553493539,6.3462445348121355,66.15178111689275,242.63994099060943,2,0,1,1,1,1
311.667954194951,8.792107485756402,52.59587887937159,941.539722494921,5,0,1,1,1,1
55.84610531437142,4.162296600682784,79.3153810518193,1308.1464198178107,6,0,0,0,0,0
96.45039071393376,9.681634361165221,59.87127521879357,1401.4319949108142,6,1,1,1,1,1
235.37203537988196,11.42787405720945,75.18592352192769,1315.2742434808713,6,0,0,0,1,1
57.50609340705958,5.208562217683005,85.59359972169561,322.9688105608013,1,0,0,0,1,1
245.47989781318023,0.9967530937170381,48.08999393233485,718.1036834692136,8,0,0,0,0,1
170.67232777200482,5.809556795333143,60.22536780502688,1008.7618278279526,2,1,0,0,1,1
238.23721886172558,6.619690333157484,79.4429273595117,1498.318857636394,2,1,0,1,1,1
182.54186731405076,7.922884016650036,93.63084223936548,38.5746644006123,7,0,0,0,0,1
15.188843051929519,3.106794648749614,63.0647255880028,1326.3816333561376,0,2,0,0,0,0
78.37781122569217,8.239251333626735,73.02468282155581,1164.1745484911037,1,1,1,1,1,1
201.32178040380455,1.4532755664419401,84.32109282140004,1362.6548205639297,7,1,0,0,1,1
42.15178104455234,3.7283685479581425,73.65515203524568,237.67256475977717,2,1,0,1,1,1
175.04084983027764,11.384885150025196,50.388649408293496,305.6161355245375,7,0,0,0,0,1
48.3033488906136,10.477263751421138,86.66824880003259,866.124193634058,0,1,0,0,0,1
18.482940381243175,1.8593599782662884,60.792901433213885,1382.7997340258626,9,1,0,0,0,0
62.39692288765309,3.869763592107997,90.17011822939084,488.5992878002958,2,0,0,0,0,0
154.82884602946066,5.152630424384386,87.00945808643083,330.8050036942946,8,1,0,0,1,1
307.1555636196722,10.458075344393686,44.288746292763015,566.1515676900988,8,1,0,0,0,1
332.2424451448179,6.890899040291586,81.00599552116395,1325.8156704690575,0,1,0,0,0,1
167.35859587634928,8.87100318331208,68.81990807684687,35.68021084979045,9,0,0,1,1,1
161.39176980025215,1.388210542247374,41.6626572909573,349.37254742556576,6,1,0,0,1,1
223.05116085607494,3.776371924837069,67.53658097733982,1024.241796332827,9,0,1,1,1,1
113.61279875313795,6.789541973575251,61.46149123905154,1064.1404486021156,1,0,0,0,0,1
41.15233255979792,4.795863311127508,53.519609648001726,533.6648660621038,8,0,0,0,1,1
17.885348738521106,11.989317613637752,92.43534297766088,507.66638909463944,1,1,0,0,1,1
223.18052848623884,11.96974998338979,70.36592138893249,287.7697728300463,5,0,0,1,1,1
284.29306321890755,6.7018055604083875,77.69762212025867,1275.210284757619,0,0,0,1,1,1
234.59114711677248,4.3719156664128285,49.34720145117653,1354.1387380691094,4,0,0,0,0,1
228.1186962167293,3.363818384258917,98.59174516432402,615.3722612721743,0,2,0,0,1,1
148.59913024662455,11.222877784634274,98.45230999417626,728.8598198769153,0,0,0,1,1,1
229.80836766983407,9.28010014559714,43.421849851365096,1108.2674734944346,0,1,0,1,1,1
73.2065246013237,9.396167592098879,80.72508951874235,124.69601754826628,2,0,0,0,0,1
230.9735816035086,9.582562152646329,91.73472353952889,29.327058545842526,7,2,0,1,1,1
185.36818956355506,4.655710108712205,60.40346542236969,123.89436981601774,6,2,0,1,1,1
261.9821294476723,8.971697424201997,47.04291795897294,1455.6127540675036,2,1,0,0,0,0
32.81489955424029,1.476918689678684,61.196638450889,295.6970729589207,0,1,0,0,0,0
274.5826474914791,10.388235540110351,85.58441330472095,498.06378177406197,7,0,0,0,1,1
240.53471315184103,8.14953968716841,71.55904200526443,1255.9636170452184,8,1,0,1,1,1
243.27747377783544,9.435233402592448,62.41555050870734,710.3991037850548,7,2,0,0,1,1
173.90328185885969,8.847419298329001,64.24141808625446,1485.399839405338,6,2,0,0,1,1
341.3763944619483,2.8455766473192643,57.16630767171878,694.3548095459747,8,2,0,0,0,1
71.23466721053238,7.516765642613108,90.47023724854733,398.00919184833936,2,1,0,0,0,1
104.65714337848407,10.868525458167195,54.2355347977457,932.6950737783578,1,0,0,0,1,1
79.67956247796761,5.546777463255885,46.06129130133635,858.731690000684,5,0,0,0,0,0
16.859109904704834,5.81070109798952,96.83780266894446,22.196325384753273,3,2,0,0,0,1
316.38997510841415,4.449637856527601,64.51298117631325,697.1912917007257,4,1,0,1,1,1
28.036238535946474,8.208353520978271,90.12621115937547,1416.8562321695724,3,1,0,0,0,0
212.52569512513432,4.634253292486387,72.4580114622378,826.3642903024001,4,1,0,0,1,1
220.79634627102965,3.84924426255184,87.94655022563022,343.86213271671846,2,1,0,1,1,1
132.2796761637409,10.530889040038808,63.51538797000217,1472.0637046284617,0,0,0,0,0,1
4.634353880238784,6.201617069386861,60.00388763418176,1491.9652639998706,2,0,0,0,0,0
294.776794147824,9.226572267861407,63.94678764435171,682.7812901316041,6,2,0,0,1,1
134.72821112185554,3.303133688518982,55.2273695837118,253.2837810041192,6,0,0,0,1,1
193.083045776724,11.270126875412615,55.35557053397881,157.49526261213308,4,1,0,1,1,1
248.68834902224282,5.805055433317151,70.24283590410394,299.9504537409359,2,2,0,0,1,1
236.34759775166032,9.483149121315675,52.66092835389531,1461.9168942792455,6,1,0,1,1,1
243.09763267035584,1.101940117406595,92.01159140712409,1155.3877186408974,3,2,0,0,0,0
119.85986875170018,4.815279320079753,68.63674927692693,69.68899745080788,8,1,0,0,1,1
144.3366972853262,7.503288498435752,54.05994384198022,797.0310678771481,3,0,0,0,1,1
83.92683793902631,8.871503623749986,47.74652918517863,761.4240430967752,5,2,0,0,1,1
339.09259166698126,2.440837011118223,63.734730439137294,657.6709530173946,1,1,0,0,1,1
100.99495266520867,1.8679770119276482,75.47387362158724,388.5830355754317,2,0,0,0,0,0
51.559064442918014,1.3263099163473402,63.43129721035275,822.4150100661515,3,0,0,0,0,0
45.26915394864024,3.227991711884829,88.67313004957711,606.7316928700536,5,1,0,0,0,0
330.4196176614153,11.783293347681624,81.87161615198801,304.31659176314264,1,0,0,1,1,1
123.00199257962814,7.29068114945408,57.164076599465716,1489.2301772396247,8,1,0,0,0,1
256.74866460880935,8.713344138198194,56.06441075080523,1175.604507843423,4,1,0,0,0,1
319.8613343677645,10.528865899656852,44.957028681585484,1198.2011519234377,6,1,0,0,0,1
245.34562297493062,11.227806421458954,95.87306767562089,561.91774483177,5,1,0,1,1,1
135.98594521671586,2.281726710864075,53.17438375727288,347.1229104111915,6,1,0,0,1,1
329.7907511001218,6.344851808739777,77.667147668386,6.646134323860255,7,0,1,1,1,1
257.77196594375044,6.609589691643107,77.61699052130872,1007.7423356616226,6,0,0,1,1,1
83.46253579806225,5.120563383427552,84.83052651604189,217.88781625484694,9,1,0,0,0,0
288.32080489456746,10.681598489097189,91.20544465527976,462.4654730901708,7,1,1,1,1,1
266.2147058137955,1.134911651664798,89.32816950537612,896.3967879927569,3,0,0,0,1,1
138.14817591302196,1.5084958386035057,79.20093678720775,1393.7872317562874,8,0,0,0,0,1
70.0657710545888,3.8282350446105435,86.45256954513451,1102.4813474441792,5,0,0,0,0,0
249.40876564198527,1.138175546630879,44.36010240163467,98.33794258221437,4,0,0,0,0,0
295.8581139379412,11.987750159129007,55.69242931520752,281.94719091817905,5,1,0,0,1,1
129.02628937221226,8.719988143411355,71.30178369177281,1038.2565141458674,3,0,0,0,1,1
152.94304165288298,6.988671469137671,83.88123530918645,900.1055628024598,4,0,1,1,1,1
124.80918249425373,3.022825717598316,75.02893809068348,648.9513915092738,5,0,0,0,0,0
83.90809239294684,1.197064012898887,41.68104329328739,478.5436720861446,9,2,0,0,1,1
228.6823494382459,11.754907397780274,51.02567200532711,948.3842899850658,7,1,0,1,1,1
136.65372027373633,11.316338068817975,87.80934086891997,376.49574527438267,0,2,0,0,0,0
230.22405626401067,11.457719129818113,64.78477360049844,189.33494920499868,8,0,0,1,1,1
126.79567426826664,1.7622473522838709,63.97025559848396,523.5954485839488,1,1,0,0,0,1
124.77570486827346,4.819199076484017,92.19404627481923,286.8281814979004,1,1,0,1,1,1
68.3380601670387,11.327573337024177,62.40467609270925,1420.0117483352185,5,0,0,1,1,1
345.5594626859878,7.449565310360633,45.2206580571195,409.91316563229026,5,1,0,0,1,1
8.156922339517392,9.88416684895347,75.23441356947521,794.3854154006102,5,0,0,0,0,0
191.82815604968096,8.541244667198708,50.89543573568107,867.8636853662044,4,2,1,1,1,1
196.3177630390361,5.8206991437735605,52.37069336815019,707.2304712927029,2,1,1,1,1,1
26.16414068009424,3.9702044892205,69.96852223208907,1386.6974996327351,0,0,0,0,0,0
312.2948531420413,2.270040902713338,93.17512474979637,339.84556591317454,1,1,0,1,1,1
38.718019038498866,2.377306104949681,76.61192403805723,840.7383168664066,8,0,0,0,0,0
219.02070786148684,4.612715470456573,50.60109967215058,481.4212713505404,6,2,0,0,1,1
35.29736648086168,6.9510036850890895,68.02120322147906,1064.5243076636514,6,2,0,0,1,1
248.7984762037658,0.8800953255216724,76.98533452320515,60.597859966778465,8,2,0,0,0,1
308.4653267943293,4.915661581429753,90.22572402774469,546.5854647986707,4,0,1,1,1,1
243.35148706737135,5.753473342676683,92.18296952266675,303.8199873082618,8,1,0,0,1,1
93.1604446548684,7.408278132352639,69.24158566887907,1002.6180310349412,4,1,0,1,1,1
318.48732995485983,10.010791235560577,84.38244769369484,309.49895178766667,2,1,0,0,1,1
202.86642686383053,5.609288712981457,88.53982859233197,405.6358635149798,3,1,0,1,1,1
125.89041323251658,7.255998956337392,71.68982264517552,756.368869901298,9,1,1,1,1,1
298.42198320568946,5.443091664807939,83.32708821936136,256.50196763718327,6,1,0,0,1,1
86.16272441096041,5.867117872739484,72.0284449322422,905.0159952314706,5,0,0,0,0,1
273.1554369217693,11.21907778841239,62.00847074005583,885.802664448874,6,2,0,1,1,1
15.928381405408814,1.4817735789001736,95.01372789404553,47.36727604846818,6,1,0,0,0,0
309.76441599096347,1.9540118347162485,45.54530473885993,1085.8034098622697,5,0,0,1,1,1
96.74742725875184,6.613235895638111,99.0725212977757,1149.8279645605476,4,1,0,1,1,1
203.32354042151715,9.801785054796216,64.60259799602723,1106.23790037359,1,2,1,1,1,1
318.7317919388871,10.58714518450196,78.6260020034185,1022.172970284212,5,0,0,0,1,1
347.4068662606249,11.47176077584605,85.24603236517339,326.87609045875786,4,1,0,1,1,1
21.77841387467869,5.187131713663302,99.76135903716053,521.2616922927996,3,0,0,0,0,1
324.9685031599038,3.496654383602424,66.8659804542848,170.2684261576285,9,1,0,1,1,1
181.00621217172937,11.807366811732589,92.68023836494254,505.54172300200463,1,1,0,1,1,1
330.88373006564217,7.92654358916938,73.46870874894509,860.406429563949,4,0,1,1,1,1
191.42587951004242,8.259233560750188,62.13768749670907,1212.5890309029728,7,1,0,0,0,1
92.45657044711034,2.5703724731148814,77.35485205033807,1326.8138830496162,0,0,0,0,0,0
226.52471828059677,11.628403903154158,65.5321276188429,796.986286431613,1,1,1,1,1,1
162.0448887551978,1.062398799703141,47.510991041248175,320.984494960755,1,1,0,0,0,1
220.8525032233815,4.443866424336073,77.58483437045332,310.89897450159333,3,2,0,0,1,1
178.93270485228854,10.724611907654035,64.47440188729156,1384.3327810373598,8,1,0,0,1,1
77.83331004066477,10.988324092719244,81.6959928176708,460.46455883780754,3,1,0,0,1,1
257.07338608583854,5.922687849113871,80.59940143103468,5.957837109591181,7,0,0,0,1,1
279.8814781711292,8.839326247375066,94.50129030438167,1181.99237465976,0,0,0,0,1,1
306.81758056004065,11.460037735434305,74.88826070490099,1458.6485731349705,7,1,1,1,1,1
105.91833062404346,8.834394401093919,73.47200260308047,370.62079988996686,0,1,0,1,1,1
213.24508277370649,4.86535645893181,66.03420200532781,1067.2828109841719,9,2,0,0,1,1
29.750379254356808,4.819971282837938,71.02867046573373,776.5085602145824,6,0,0,0,0,0
111.71223911770606,11.66088615985605,64.50117379178644,814.8012831622458,6,2,1,1,1,1
285.4247259773405,7.172941979390449,58.904897511543666,78.02506851799725,3,0,0,0,1,1
305.3422473093432,2.5423248241988667,42.235214995219835,831.3910398164315,2,1,0,1,1,1
311.7476432492429,2.5689778478356224,71.63869833622418,917.8274075518879,6,1,0,1,1,1
241.4684657992849,9.578912313869893,96.16222980388598,1153.51121561462,9,1,0,0,1,1
320.58619061919126,6.623280066572893,62.0344272840557,100.87236337678645,2,2,0,0,1,1
142.51834536262643,10.567051051683332,87.29124559118404,273.38994031046326,0,1,0,0,1,1
56.91360086635277,9.77332218424659,55.54025745027013,603.2422290115168,4,1,0,1,1,1
64.43188627786375,8.499050319945784,52.11385859199543,1434.5555423829805,7,1,0,1,1,1
78.31992360690299,5.998103048298967,41.666471213776184,1109.512195780167,8,2,0,1,1,1
0.4160314198074,5.565477308910744,55.30123389670495,137.86600417947292,9,1,0,1,1,1
79.37359111202196,2.9751593668404763,58.05305402968598,763.136222721742,4,2,0,0,0,0
325.84279584986484,7.387752277850044,47.67335910717087,1498.321269286543,8,1,0,0,0,1
258.48149344562904,7.8588495981052455,99.30570312010298,1234.722184603417,2,2,1,1,1,1
321.1170203209494,6.244973109908428,94.11550699822942,126.55054380476761,8,1,0,0,0,1
211.22428637663856,11.784493330360831,80.2583788159833,40.347517466257706,4,0,0,0,0,1
159.04683941322702,6.647449749788376,60.75309138868478,5.454505130264079,7,1,1,1,1,1
109.71761301262171,9.70737587237248,81.33832408407974,1056.2468385158077,3,1,0,1,1,1
133.34365368082345,10.814625072336762,94.68054387013322,218.08368109262923,2,0,0,0,0,1
224.98420418007376,5.706840041474999,84.76460477052191,576.2126234781055,2,1,0,1,1,1
282.2863782338452,2.6876935387949614,64.87343030708602,971.1329764550167,8,1,0,1,1,1
45.68470406826543,6.778805530409671,49.5408065309536,335.7779741776456,8,2,0,1,1,1
255.69779439871246,9.512715940708253,68.77304894127909,1357.293043962464,2,1,0,0,1,1
1.9033403098664414,8.417714988946228,99.45648151705751,788.2074177461564,6,1,0,0,1,1
227.73146316802033,9.778848785514452,86.56467860367465,1169.2853984037456,9,1,0,0,0,1
158.56699682966126,6.291165893531779,80.33157277162607,1274.279706098149,0,1,0,0,0,1
70.22582787963944,9.248886355397527,56.79365582874158,361.46134161097007,6,0,0,1,1,1
220.89514208726402,2.0877349415901802,62.8063484598691,103.06216755506325,2,0,0,0,0,1
6.22694047046361,6.877923442433838,82.86736509040473,51.47693738066381,4,0,0,1,1,1
293.49273305004095,8.024003672139706,83.17738052202964,968.6331159927797,9,0,0,0,1,1
183.9411049525155,5.889332847194528,75.83339933315617,400.87272834389046,3,2,0,1,1,1
129.8282672644356,6.36466504838706,89.37987120731327,27.012035975945732,7,0,0,0,1,1
149.0123340564301,11.784211231324758,99.43458956908441,243.15028897672403,4,2,0,0,1,1
92.78337228137676,10.202827498529826,94.88612464445939,1202.811788690593,1,0,0,0,1,1
156.24266621218553,11.707665425953332,97.02937211989975,804.5771558104781,7,0,0,1,1,1
343.9286326204253,11.296387289654659,82.61116082247783,306.0444998971266,3,0,0,0,0,1
263.2189665326763,11.643455360892661,98.48315320059092,1424.8020783497604,8,1,0,0,1,1
182.32416795132156,7.53398776531837,42.06787386772961,22.514317002735577,1,0,0,0,1,1
161.83389796717023,2.889676409289421,41.24805568323397,360.2526835185066,3,1,0,0,1,1
23.609845915680012,1.5585610980755171,41.50398941783328,777.1946315742133,2,2,0,0,0,0
217.99392371046986,5.9017480566521066,54.99269184114317,361.4000591869856,9,0,0,0,1,1
251.86680601083236,9.245672363486172,88.4409276550208,1079.5143169614203,6,1,0,1,1,1
157.75758116221414,2.6449511884707126,78.08993656191373,584.6255080285866,8,0,0,0,1,1
239.67208234107684,1.9024736868196355,79.01902661514313,700.6917377061462,4,1,0,1,1,1
256.40000092362936,10.50692873680769,51.98615612443271,1079.728787791445,0,0,0,0,1,1
52.431675709137146,0.5192235402002752,95.13083983014616,1494.9028037235264,1,1,0,0,0,0
213.1484284563726,10.06567545634655,50.1925013647353,157.24096682995003,8,0,0,0,1,1
301.9288593597383,2.851925643469928,73.26472025496159,1101.048477782098,5,1,0,0,1,1
4.067223918231661,8.000300613859475,96.9651487780111,581.5605434645263,3,1,0,0,1,1
279.9701223867214,5.790096856185764,77.35247824632202,967.8226979417751,2,0,0,0,1,1
333.7216216621759,10.002108585054087,59.69004928697212,1255.4648958263563,7,1,0,0,0,1
36.81308117284991,3.529247250382824,48.88883951069076,1142.1263412272085,6,0,0,0,0,0
156.6770260001813,9.095089092384846,81.47932001387966,1462.3694382217575,7,1,0,1,1,1
153.220754243601,8.673516278533176,74.12593436133014,94.55056347821863,9,1,0,0,0,1
217.24359662190017,3.1169938729873596,95.11164369818428,571.5459024705824,0,1,0,0,0,1
129.21022084804912,7.834110743185652,62.51813995213651,746.6092966424668,0,1,0,1,1,1
138.36416371334482,11.91290587464145,64.33880198085218,441.79387254317294,9,1,0,1,1,1
107.99997559508125,11.286807071201848,78.4389362287846,656.4783728498786,3,1,0,1,1,1
207.22878678052788,9.48882578559803,75.22752526034097,964.2438764667734,3,1,0,0,1,1
64.67813099354075,6.428561922836154,81.53083177154389,271.1561036500348,1,0,0,1,1,1
338.60568777047683,11.29930256390888,41.47638443273387,1425.584474853153,6,1,0,0,0,1
307.8262930294366,11.740538841235068,57.24224846201321,1396.1475373353999,5,1,0,0,0,1
41.831984948170444,2.503404073435245,53.14520231645674,941.315377172539,9,1,0,0,0,1
241.53063812818513,2.9763573535750063,95.01216350916505,390.3896613350939,1,1,0,0,1,1
316.40133923604475,3.9771279278921257,60.760327222620504,1066.561445220784,2,2,0,1,1,1
211.44516297207244,3.700075696960025,90.94725933756257,472.4187322630931,8,1,0,0,0,1
171.99271717592256,4.771913747101592,93.30453371138124,341.6868200194286,6,2,0,0,1,1
277.6032931237002,8.421377320177648,73.86663544780579,1066.9362402196484,7,2,0,0,1,1
61.95868773177244,9.228925203507913,71.0944673942875,1319.7496085940695,0,1,0,1,1,1
119.71035105976077,11.736417117636519,90.10561092015836,847.5172557778479,4,0,0,1,1,1
89.43601414067273,11.642330587987576,81.77822826104489,355.7119309112687,8,2,0,1,1,1
81.43747346649322,10.934380617418652,67.3853430141395,1086.2578791099409,2,1,0,0,1,1
266.39092243663356,6.2253652807884885,68.421400722445,1459.9086500842207,5,2,1,1,1,1
330.2076343596643,5.907755131899065,81.1373925447756,916.5431982016662,3,2,0,0,0,1
167.2370895936022,2.4338809136288106,99.26861834899216,1450.7446194310826,7,0,0,0,1,1
10.795282911878946,1.1781592647157368,64.64651180948135,983.6137446261771,0,1,0,0,0,0
207.24182642086882,11.263326700018428,68.16470889663371,1496.6467429074987,5,2,0,1,1,1
117.87062089890892,9.533439131681298,83.60263785068275,95.64174591413762,2,1,0,0,1,1
176.44940040123848,6.270788301359904,77.04950124208858,512.7969128261541,8,1,0,0,1,1
8.311102543581821,1.1389811114738757,47.65116760544249,1202.9343852893355,6,1,0,0,0,0
109.07272999160887,11.088686176961321,75.8243855117106,280.8342668890343,9,1,0,1,1,1
300.14477276504056,7.413418496074323,84.10440700887003,913.1507466216481,7,0,0,1,1,1
142.08487867364786,10.239675879549347,57.654051035812685,555.9233508384875,6,2,0,1,1,1
201.5611591627032,10.062246188657129,79.2133232990949,739.2313064405221,2,0,0,0,1,1
241.90497172052523,2.6557821054871895,80.41882373558722,669.8455651370646,9,1,0,0,1,1
302.3477591536412,2.6449068512919784,63.98058972729742,1041.709705374629,6,0,0,0,1,1
291.7297055931705,11.289391052207709,54.948231050726584,38.08545351196467,6,1,0,1,1,1
268.808105349127,10.49126177492447,84.23210695764732,205.1843177807719,3,1,0,1,1,1
100.33460345836814,11.119219423339977,63.10673300468238,477.9168276088457,8,2,0,1,1,1
107.03855082019498,11.27182568549961,55.36646404040463,169.93340932206598,2,1,0,0,1,1
289.0663864103258,9.707601962149896,77.97936345597506,990.4347256673196,0,0,0,1,1,1
199.75974074502778,5.501023290412306,64.64725881308672,782.9753686722192,0,1,0,1,1,1
86.84561241651,11.854087354347977,82.63291975624198,1120.3693818375082,1,0,0,0,0,1
4.391181085864576,6.7979129241210225,77.91173682259061,324.41789733967875,8,2,0,0,1,1
116.51194091841462,5.196454989338832,43.89867221424913,343.4425488772207,2,0,0,0,0,1
137.51038609368922,1.639157976581185,52.92661121877704,46.154028032697205,3,0,0,0,1,1
280.4554067393191,11.986496313267931,62.68692939158555,606.1287686780527,8,1,0,0,1,1
313.44661859657197,7.568600974467699,41.837410592017896,307.7201524766565,9,0,0,0,0,1
264.3291337692616,6.725892586708589,81.23347441183596,542.6890657495084,3,0,0,1,1,1
234.16117543165237,4.373596313156645,76.17068342857445,959.6885196486169,0,1,0,0,1,1
288.84437083157553,5.069880497728315,83.44761244364571,1336.6177032425892,0,1,0,0,1,1
21.92430429645025,7.8144647086559065,81.90465078840361,299.819240299854,4,2,0,1,1,1
273.21745501529807,11.83668801749416,66.02144818257537,122.61375634556066,9,0,0,0,1,1
23.498415303050113,11.78171967004874,46.08855661014603,1173.721166707585,2,0,0,0,1,1
46.28875800481273,7.014511160471891,77.95914692913931,1441.3585769078577,6,1,0,0,0,0
254.48588693708874,7.696204629700807,63.5466071086477,267.2654781323515,2,1,0,0,0,1
87.88364067045003,9.52748622395604,55.436171919093006,1045.75042555737,7,0,0,0,1,1
191.62937262219424,3.4080221263872357,84.19937137276114,583.4578680434903,6,1,0,0,1,1
4.699798298689112,5.876743108352255,50.709993448224864,742.8552806460377,7,0,0,0,1,1
25.174597324333853,11.802082534666551,99.27119103971962,336.0295501625047,9,0,0,0,1,1
48.08125421720069,10.889020442906938,98.15340799577346,801.5003336934299,7,1,0,0,1,1
119.49421078674158,10.013800149801392,54.91440632737176,1275.4461271074485,5,0,0,1,1,1
201.82945189967452,9.441758745602035,59.512183434316626,996.1983212243201,8,0,0,1,1,1
72.69797424967783,2.6311454321342196,52.49653419268557,761.4401156769576,2,0,0,0,0,0
323.22118911989,4.35142649648145,80.72799434113833,1403.088619265099,5,0,0,0,0,1
90.21032500102584,11.802264700790003,94.73568182784535,1174.4683664605984,8,0,0,1,1,1
243.01470951705932,1.3442984629017252,90.29213883853014,571.3167117340721,8,2,1,1,1,1
265.9451184884673,10.36595361946603,83.6607179522832,1041.0151689334764,8,0,0,0,1,1
349.1771484532922,0.9105082121708008,54.222037824319,1112.9327940012993,9,2,0,0,1,1
275.6301959488439,11.99976023684221,63.643148399131846,779.0524355341786,3,1,1,1,1,1
126.69335376243822,1.0087189452091059,48.07227565806134,1173.1332780497605,8,2,0,0,0,0
116.88171797068595,10.421729839196741,79.20926596337233,949.3595195605752,8,0,0,0,1,1
260.1266716811897,4.95396194276952,75.17938378615055,280.9115143682596,6,2,0,0,1,1
112.78016907171303,8.439214472016046,86.81459287672877,61.53703070212193,4,2,0,0,1,1
132.98938647657113,3.5476251607613922,53.13680777886678,1383.2056229241732,4,0,0,0,0,0
242.6715323032936,1.4887225915531355,55.83599648355499,971.07352770138,8,0,0,0,1,1
138.90746277789867,11.355289456508855,45.2980524065827,1249.4828582997698,3,1,0,1,1,1
41.772977698414586,5.103430628131913,76.07204901427336,772.9786583849058,2,0,0,0,0,1
199.85951555742986,11.928036996135607,61.61435281396315,15.875348491450172,8,1,0,1,1,1
63.95209362554045,8.20305583500405,41.8467786389784,122.29459783127498,5,0,0,1,1,1
164.02854392111465,6.842532584190681,47.38419037397491,271.94481364518356,9,0,0,1,1,1
328.3448520770844,4.992269501908204,48.10962858850317,714.9471574972613,3,2,0,1,1,1
155.3977742805855,8.447657689328711,96.3724104546431,1470.3691908971366,0,1,0,0,1,1
221.3308567628433,8.655956684631402,47.07749194164996,869.4689210676955,4,2,0,0,1,1
100.03677340297486,2.834066019171971,72.0436019925179,1433.725605197551,5,1,0,0,0,0
213.0264384889514,5.027646114379759,75.58772851046959,1084.4856384909083,1,0,0,0,1,1
